Gene name	Human gene name
Chi3l1	CHI3L1
Nfkbib	NFKBIB
Flrt3	FLRT3
Gm24131	RNU6-909P
Foxk1	FOXK1
Sirt2	SIRT2
Zfp37	ZFP37
Ogg1	OGG1
Smc4	SMC4
Nup88	NUP88
Pmpca	PMPCA
Ap5z1	AP5Z1
Mafa	MAFA
Slc31a2	SLC31A2
Camk1	CAMK1
Mybph	MYBPH
Dynlt5	DYNLT5
Smug1	SMUG1
Gm56102	MIR628
Tada3	TADA3
Pigbos1	PIGBOS1
Nhlh1	NHLH1
Cbx5	CBX5
Rab27a	RAB27A
Ncstn	NCSTN
Insl5	INSL5
Dnai4	DNAI4
Kcnn1	KCNN1
Dph6	DPH6
Mir15b	MIR15B
Mir16-2	MIR16-2
Trim59	TRIM59
Kpna4	KPNA4
Cfb	CFB
Hnrnpa1	HNRNPA1
Khdc3	KHDC3L
Radil	RADIL
Arpc4	ARPC4
Rsl24d1	RSL24D1
Copa	COPA
Ttll3	TTLL3
Pear1	PEAR1
Pierce2	PIERCE2
Cdin1	CDIN1
Pcdh15	PCDH15
Mier1	MIER1
Dusp7	DUSP7
Gtpbp3	GTPBP3
Acy1	ACY1
Nfe2	NFE2
Inpp5e	INPP5E
Rpain	RPAIN
Cyld	CYLD
Rinl	RINL
Rpusd3	RPUSD3
Copz1	COPZ1
Pex19	PEX19
Papolb	PAPOLB
Mir148b	MIR148B
Mmd2	MMD2
Zfp385a	ZNF385A
Hnrnpl	HNRNPL
Wipi2	WIPI2
Itga5	ITGA5
Mrpl58	MRPL58
Dcaf8	DCAF8
Cidec	CIDEC
Abhd14b	ABHD14B
Slc29a4	SLC29A4
C1qbp	C1QBP
C2	C2
Tnrc18	TNRC18
Jagn1	JAGN1
Il17re	IL17RE
Atp5pd	ATP5PD
Slc35d1	SLC35D1
Gtsf1	GTSF1
Pcbp4	PCBP4
Kctd2	KCTD2
Snrpb2	SNRPB2
4921539E11Rik	C1orf141
Fbxl18	FBXL18
Dhx33	DHX33
Pea15a	PEA15
Otor	OTOR
Actb	ACTB
Ech1	ECH1
Pcsk2	PCSK2
Oma1	OMA1
Lgals4	LGALS4
Casq1	CASQ1
Rps6ka2	RPS6KA2
Bfsp1	BFSP1
Lrp8	LRP8
Slc16a5	SLC16A5
Insrr	INSRR
Fscn1	FSCN1
Nckap1l	NCKAP1L
Vangl2	VANGL2
Armc7	ARMC7
Cmtm1	CMTM1
Derl2	DERL2
Dstn	DSTN
Sema6c	SEMA6C
Sema3a	SEMA3A
Disc1	DISC1
Sec16a	SEC16A
Ccnd1	CCND1
Il17rc	IL17RC
LTO1	LTO1
Pde1b	PDE1B
Gpr62	GPR62
Nt5c	NT5C
Parp3	PARP3
Mir139	MIR139
Mtrfr	MTRFR
Phkb	PHKB
Ntn5	NTN5
Mis12	MIS12
Prrt3	PRRT3
Ttll2	TTLL2
Car11	CA11
Emc3	EMC3
Jpt1	JPT1
Fancd2	FANCD2
Sbno1	SBNO1
Dbp	DBP
Ptpn7	PTPN7
Ppp1r1a	PPP1R1A
Sphk2	SPHK2
Sumo2	SUMO2
Rrbp1	RRBP1
Arl8a	ARL8A
Rrp9	RRP9
Gpr37l1	GPR37L1
Mroh1	MROH1
Slc9a2	SLC9A2
Smarca5	SMARCA5
Cep43	CEP43
Wscd1	WSCD1
Serpinb10	SERPINB10
Iqcf1	IQCF1
Fam83e	FAM83E
Mlph	MLPH
Iqcf5	IQCF5
Spaca4	SPACA4
Sult2b1	SULT2B1
Banf2	BANF2
Iqcf6	IQCF6
Grm2	GRM2
Snx5	SNX5
Prlh	PRLH
Rab17	RAB17
Abhd14a	ABHD14A
Aipl1	AIPL1
Gabpb2	GABPB2
Phf3	PHF3
Lmtk3	LMTK3
Gab1	GAB1
Pimreg	PIMREG
Mllt11	MLLT11
Notch1	NOTCH1
Cep70	CEP70
Sema4f	SEMA4F
Cdc42se1	CDC42SE1
Ccm2	CCM2
Eps15l1	EPS15L1
Cul7	CUL7
Lgsn	LGSN
Gm128	C1orf56
Bnipl	BNIPL
Gm24871	RNU5E-4P
Kcnj14	KCNJ14
Itln1	ITLN1
Grwd1	GRWD1
Grin2d	GRIN2D
Cd244a	CD244
M1ap	M1AP
Kdelr1	KDELR1
Nacad	NACAD
Prune1	PRUNE1
Ly9	LY9
Dok1	DOK1
Mindy1	MINDY1
Esyt3	ESYT3
Tgfa	TGFA
Pitpnm3	PITPNM3
Meis2	MEIS2
Syngr4	SYNGR4
Tmem143	TMEM143
Sqle	SQLE
Fam136a	FAM136A
Efcab14	EFCAB14
Rrp36	RRP36
Heatr3	HEATR3
Mras	MRAS
Washc5	WASHC5
Klhdc3	KLHDC3
Pcyox1	PCYOX1
Emp3	EMP3
Anxa9	ANXA9
Nme9	NME9
Btg2	BTG2
4933427D14Rik	KIAA0753
Armc8	ARMC8
Nuak2	NUAK2
Mfsd9	MFSD9
Golt1a	GOLT1A
Kmt5a	KMT5A
Cers2	CERS2
Mea1	MEA1
Irf6	IRF6
Tent4b	TENT4B
Abcc6	ABCC6
Txndc17	TXNDC17
Ascl5	ASCL5
Cacna1s	CACNA1S
Ppp2r5d	PPP2R5D
Med31	MED31
Adcy7	ADCY7
4930563E22Rik	C17orf100
Tex38	TEX38
Tbrg4	TBRG4
Atpaf1	ATPAF1
Dbr1	DBR1
Rilpl2	RILPL2
Arnt	ARNT
Gm24676	RNU6-1206P
Snrnp35	SNRNP35
Pex6	PEX6
Rilpl1	RILPL1
Mob3c	MOB3C
Mknk1	MKNK1
Gnmt	GNMT
Herpud2	HERPUD2
Tmed2	TMED2
Cnpy3	CNPY3
Septin7	SEPTIN7
Syn2	SYN2
Ddx55	DDX55
Ptcra	PTCRA
Pex39	PEX39
Rpl7l1	RPL7L1
Bicral	BICRAL
Myrip	MYRIP
Kcnj11	KCNJ11
Calm3	CALM3
Timp4	TIMP4
Gm24313	SNORA5A
Snora5c	SNORA5C
Aebp2	AEBP2
Pnma8b	PNMA8B
Pnma8a	PNMA8A
Fahd1	FAHD1
Eif2b1	EIF2B1
Ift140	IFT140
Slc13a5	SLC13A5
Pnma8c	PNMA8C
Ppp5c	PPP5C
Kncn	KNCN
Dmbx1	DMBX1
Entpd3	ENTPD3
Dab2ip	DAB2IP
Faah	FAAH
Gtf2h3	GTF2H3
Rpl14	RPL14
Brd7	BRD7
Hif3a	HIF3A
Eif1b	EIF1B
Adam30	ADAM30
Reg4	REG4
Ramp3	RAMP3
Smad6	SMAD6
Hmgcs2	HMGCS2
Tctn2	TCTN2
Lctl	LCTL
Xaf1	XAF1
Sfswap	SFSWAP
Phgdh	PHGDH
Piezo1	PIEZO1
Camsap2	CAMSAP2
Gng2	GNG2
Tmem204	TMEM204
Fbxo39	FBXO39
Telo2	TELO2
Adcy1	ADCY1
Zfp697	ZNF697
Zwilch	ZWILCH
Ccdc8	CCDC8
Lrrc41	LRRC41
Saysd1	SAYSD1
Igfbp1	IGFBP1
Kcnk5	KCNK5
Igfbp3	IGFBP3
Mmp17	MMP17
Kcnk16	KCNK16
Inava	INAVA
Zfp11	ZNF345
Tekt1	TEKT1
Nudt13	NUDT13
Lpcat3	LPCAT3
Rad54l	RAD54L
Mrps17	MRPS17
Gclm	GCLM
Emg1	EMG1
Rnf169	RNF169
Atmin	ATMIN
Hdlbp	HDLBP
Xrra1	XRRA1
1700030J22Rik	C16orf46
Phb2	PHB2
Smtnl2	SMTNL2
Nipsnap2	NIPSNAP2
Rpl4	RPL4
Gcsh	GCSH
Dnttip2	DNTTIP2
Ptx4	PTX4
Pomgnt1	POMGNT1
Pkd1l2	PKD1L2
Ggt6	GGT6
Clcn7	CLCN7
Bcar3	BCAR3
Tns3	TNS3
Psph	PSPH
Gm23547	SCARNA12
Mir200c	MIR200C
Ptpn6	PTPN6
Gm23344	SNORD18A
Snord16a	SNORD16
Gm22455	SNORD18C
Snapc5	SNAPC5
Mir138-2	MIR138-2
Ecd	ECD
Slc12a3	SLC12A3
Map2k1	MAP2K1
Cxxc4	CXXC4
Sumf2	SUMF2
Adgrl2	ADGRL2
Fam149b	FAM149B1
Tipin	TIPIN
Mybbp1a	MYBBP1A
Phkg1	PHKG1
Herpud1	HERPUD1
Gm24289	SCARNA14
Dis3l	DIS3L
Or52e2	OR52E2
Or51m1	OR51M1
Chchd2	CHCHD2
Septin2	SEPTIN2
Nlrc5	NLRC5
Ccdc154	CCDC154
Or52e4	OR52E4
Zbed5	SCAND3
Or52e5	OR52E5
Nupr2	NUPR2
Vkorc1l1	VKORC1L1
Or52w1	OR52W1
Fhip1b	FHIP1B
Gusb	GUSB
Percc1	PERCC1
Uqcc4	UQCC4
Unkl	UNKL
Spns2	SPNS2
Grcc10	C12orf57
Cth	CTH
Atn1	ATN1
Plekhh2	PLEKHH2
Asl	ASL
Spns3	SPNS3
Eno2	ENO2
Clmp	CLMP
Ankrd13c	ANKRD13C
Hspa8	HSPA8
Ttll11	TTLL11
Pms1	PMS1
Dctn6	DCTN6
Ube2g1	UBE2G1
Abcg5	ABCG5
Snord14c	SNORD14C
Snord14d	SNORD14D
Snord14e	SNORD14E
Bsx	BSX
Dnajc9	DNAJC9
Ankfy1	ANKFY1
Topaz1	TOPAZ1
Mrps16	MRPS16
Lurap1	LURAP1
Lrrc23	LRRC23
Tspan1	TSPAN1
Cfap70	CFAP70
Ormdl1	ORMDL1
Ndufa8	NDUFA8
Kif15	KIF15
Morn5	MORN5
Abcg8	ABCG8
Mboat4	MBOAT4
Gxylt2	GXYLT2
Pglyrp3	PGLYRP3
Leprotl1	LEPROTL1
Osgepl1	OSGEPL1
Tmem69	TMEM69
Nasp	NASP
Saraf	SARAF
Gm25308	RNU1-98P
Thbs1	THBS1
S100a8	S100A8
Irx3	IRX3
Pglyrp4	PGLYRP4
Gm5901	C11orf42
Cnga4	CNGA4
Cyb5d2	CYB5D2
Sec31a	SEC31A
Hand2	HAND2
Asnsd1	ASNSD1
Cavin3	CAVIN3
Spsb2	SPSB2
E2f5	E2F5
Cyp2f2	CYP2F1
Upp1	UPP1
Tpi1	TPI1
Supt20	SUPT20H
Lhx6	LHX6
Lrpprc	LRPPRC
Egln2	EGLN2
Asdurf	ASDURF
Akr1a1	AKR1A1
Rab4b	RAB4B
Usp5	USP5
Tmem42	TMEM42
Abca13	ABCA13
Tgm4	TGM4
Anxa7	ANXA7
Gm25137	RNU6-729P
Prdx1	PRDX1
Mia	MIA
Crygc	CRYGC
Snrpa	SNRPA
Crygb	CRYGB
Cryga	CRYGA
Cdca3	CDCA3
Usp28	USP28
D630023F18Rik	C2orf80
Gm26066	RNU6-464P
Fsip1	FSIP1
Dync2li1	DYNC2LI1
Man1c1	MAN1C1
Actmap	ACTMAP
Idh1	IDH1
Gnb3	GNB3
Itpkc	ITPKC
Lin54	LIN54
Vwc2	VWC2
Cops4	COPS4
P3h3	P3H3
Coq8b	COQ8B
Ldlrap1	LDLRAP1
Plch1	PLCH1
Zzef1	ZZEF1
Dtd1	DTD1
Pikfyve	PIKFYVE
Scaf8	SCAF8
Rnf186	RNF186
Gpr176	GPR176
Tmco4	TMCO4
Scp2d1	SCP2D1
Rbm18	RBM18
Mettl17	METTL17
Gpr162	GPR162
Tiam2	TIAM2
Cd4	CD4
Plac8	PLAC8
Numbl	NUMBL
Zw10	ZW10
Mrrf	MRRF
Shkbp1	SHKBP1
Lag3	LAG3
Slc24a3	SLC24A3
Coq2	COQ2
Tmprss5	TMPRSS5
Htr6	HTR6
Mlf2	MLF2
Nbl1	NBL1
Hpse	HPSE
Micos10	MICOS10
Capzb	CAPZB
Ptgs1	PTGS1
Helq	HELQ
Cops7a	COPS7A
Blvrb	BLVRB
Adam23	ADAM23
Slc39a2	SLC39A2
Egfl7	EGFL7
Ndrg2	NDRG2
Sertad3	SERTAD3
Sertad1	SERTAD1
Prx	PRX
Pianp	PIANP
Tfb1m	TFB1M
Zpbp	ZPBP
Drd2	DRD2
Cldn20	CLDN20
Nox3	NOX3
Ankk1	ANKK1
Hipk4	HIPK4
Mrps18c	MRPS18C
Ttc12	TTC12
Spmip7	SPMIP7
Pld3	PLD3
Capn13	CAPN13
Zfp384	ZNF384
Ddc	DDC
Abraxas1	ABRAXAS1
Slc66a1	SLC66A1
Galnt14	GALNT14
Etv2	ETV2
Rbm42	RBM42
Vsig10l2	VSIG10L2
Ddx25	DDX25
Gpat3	GPAT3
Akr7a5	AKR7L
Atp2a3	ATP2A3
Pus3	PUS3
Mrto4	MRTO4
Haus5	HAUS5
Hyls1	HYLS1
Ehd3	EHD3
Pate2	PATE2
Rcc1l	RCC1L
Emc1	EMC1
Tppp2	TPPP2
Pate4	PATE4
Rnase13	RNASE13
Chd4	CHD4
Arhgef40	ARHGEF40
Pate3	PATE3
Pate1	PATE1
Pmis2	PMIS2
Pigyl	PIGY
Atp4a	ATP4A
Oaz3	OAZ3
Zfp872	ZNF627
Gm56285	RN7SKP113
Ncf1	NCF1
Vangl1	VANGL1
Fam237a	FAM237A
Dytn	DYTN
Mdh1b	MDH1B
Ubr4	UBR4
Anln	ANLN
Ntng1	NTNG1
Fastkd2	FASTKD2
Rin2	RIN2
Tmem147	TMEM147
Gtf2i	GTF2I
Snord89	SNORD89
Rnf149	RNF149
Rp9	RP9
Matcap2	MATCAP2
Creg2	CREG2
Gapdhs	GAPDHS
Arhgef38	ARHGEF38
Rfx8	RFX8
Mir126a	MIR126
Pdlim5	PDLIM5
Map4k4	MAP4K4
Cckbr	CCKBR
Agpat2	AGPAT2
Tent5a	TENT5A
Fgf15	FGF19
Carm1	CARM1
Apobec1	APOBEC1
P2rx1	P2RX1
Naa20	NAA20
Crx	CRX
Gdf3	GDF3
Dppa3	DPPA3
Selenow	SELENOW
Klrg1	KLRG1
Grb10	GRB10
Nop53	NOP53
M6pr	M6PR
Or1j1	OR1J1
Dipk1b	DIPK1B
Phc1	PHC1
Or1j4	OR1J4
Snord23	SNORD23
Ehd2	EHD2
Bicra	BICRA
Crnkl1	CRNKL1
Nt5e	NT5E
Zfp541	ZNF541
Snx14	SNX14
Or1n2	OR1N2
Abo	ABO
Napa	NAPA
Surf6	SURF6
Zfp219	ZNF219
Camkk1	CAMKK1
Kptn	KPTN
Med22	MED22
Slc45a1	SLC45A1
Or1b1	OR1B1
Tmem253	TMEM253
Spata20	SPATA20
Slc8a2	SLC8A2
Cfap61	CFAP61
Camta1	CAMTA1
Or5au1	OR5AU1
Rimklb	RIMKLB
3110040N11Rik	C15orf40
Ncbp3	NCBP3
Btbd1	BTBD1
Mfap5	MFAP5
Trim55	TRIM55
Tm6sf1	TM6SF1
Itgae	ITGAE
Clk2	CLK2
Aicda	AICDA
Hdgfl3	HDGFL3
Syncrip	SYNCRIP
Or5c1	OR5C1
Creld1	CRELD1
Rpl7a	RPL7A
Dnajc11	DNAJC11
Phox2a	PHOX2A
Inppl1	INPPL1
Insm1	INSM1
Pdcl	PDCL
Prss58	PRSS58
Ilf2	ILF2
Il1r2	IL1R2
Gm23969	SNORD24
Gm22879	SNORD36B
Eif2ak4	EIF2AK4
Haspin	HASPIN
P2rx5	P2RX5
Snrpe	SNRPE
Snapin	SNAPIN
Trbv3	TRBV2
Trbv4	TRBV3-1
Dok2	DOK2
Thap3	THAP3
Chtop	CHTOP
Zbed6	ZBED6
Phf13	PHF13
Klhl21	KLHL21
Emc6	EMC6
Trbv16	TRBV12-5
Zbtb48	ZBTB48
Trbv17	TRBV15
Tax1bp3	TAX1BP3
Trbv19	TRBV19
Gfra2	GFRA2
Lax1	LAX1
Atp2b4	ATP2B4
Folr2	FOLR2
Trbv29	TRBV28
Cobl	COBL
Trbv30	TRBV29-1
Tas1r1	TAS1R1
Nol9	NOL9
S100a1	S100A1
S100a13	S100A13
S100a14	S100A14
S100a16	S100A16
Gng12	GNG12
S100a2	S100A2
S100a3	S100A3
S100a4	S100A4
Tomt	TOMT
S100a5	S100A5
S100a6	S100A6
Lamtor1	LAMTOR1
Actrt2	ACTRT2
Fxr1	FXR1
Gadd45a	GADD45A
Lrrc51	LRRC51
Serbp1	SERBP1
Gm23735	RNU1-101P
Hes5	HES5
Fndc3a	FNDC3A
Pank4	PANK4
Numa1	NUMA1
Pom121l12	POM121L12
Gm24707	RNU6-609P
Ctns	CTNS
Smarca4	SMARCA4
Terf1	TERF1
Sbspon	SBSPON
Tmem240	TMEM240
4930444P10Rik	C8orf89
Vstm2a	VSTM2A
Zdhhc21	ZDHHC21
Rpp14	RPP14
Htd2	HTD2
Il12rb2	IL12RB2
Il18bp	IL18BP
Shpk	SHPK
Surf1	SURF1
Cer1	CER1
Ipo5	IPO5
Rdh10	RDH10
Rnf121	RNF121
Pcsk9	PCSK9
Sec61g	SEC61G
Stau2	STAU2
Dnajc19	DNAJC19
Bsnd	BSND
Tmem61	TMEM61
Magoh	MAGOH
Col1a1	COL1A1
Sox2	SOX2
Jade1	JADE1
Rc3h2	RC3H2
Anapc15	ANAPC15
Czib	CZIB
Farp1	FARP1
Gde1	GDE1
Ccp110	CCP110
Stk24	STK24
Mir137	MIR137
Srp14	SRP14
Ephb6	EPHB6
Slc15a1	SLC15A1
Snord90	SNORD90
Zbtb6	ZBTB6
Trpv1	TRPV1
Zbtb26	ZBTB26
Ube4a	UBE4A
Bmf	BMF
Vps35l	VPS35L
Ralgapa2	RALGAPA2
Trpv6	TRPV6
Synpo2l	SYNPO2L
Trpv5	TRPV5
Sec24c	SEC24C
Cpt2	CPT2
Slc1a7	SLC1A7
Llcfc1	LLCFC1
Egfr	EGFR
Kel	KEL
Podn	PODN
Or9a2	OR9A2
Ccdc77	CCDC77
Cd3g	CD3G
Cd3d	CD3D
Gm23354	RNU6-1020P
Scp2	SCP2
Fut11	FUT11
Irs1	IRS1
Chchd1	CHCHD1
Cd3e	CD3E
Rhbdd1	RHBDD1
Trpv3	TRPV3
Zswim8	ZSWIM8
Kdm5a	KDM5A
Fbxo48	FBXO48
Mpzl2	MPZL2
Rab23	RAB23
Plek	PLEK
Bub1b	BUB1B
Mpzl3	MPZL3
Cnrip1	CNRIP1
Bag2	BAG2
Ppp3r1	PPP3R1
Gtf2ird1	GTF2IRD1
Zfp451	ZNF451
Knop1	KNOP1
Kiz	KIZ
Dnaaf10	DNAAF10
Scn2b	SCN2B
Scn4b	SCN4B
Foxa2	FOXA2
Iqck	IQCK
Cecr2	CECR2
Echdc2	ECHDC2
Tmprss4	TMPRSS4
Sstr4	SSTR4
Pno1	PNO1
Thbd	THBD
Cd93	CD93
Bend6	BEND6
Rabgap1	RABGAP1
Gprc5b	GPRC5B
C1d	C1D
Smim35	SMIM35
Tex36	TEX36
Dst	DST
Etaa1	ETAA1
Edrf1	EDRF1
Il10ra	IL10RA
Slc25a18	SLC25A18
Atp6v1e1	ATP6V1E1
Tmprss13	TMPRSS13
Meis1	MEIS1
Bcl2l13	BCL2L13
Fxyd6	FXYD6
Bid	BID
Zyg11a	ZYG11A
Far2	FAR2
Fxyd2	FXYD2
Ndst2	NDST2
Mmp21	MMP21
Zyg11b	ZYG11B
Uros	UROS
Rap1gap2	RAP1GAP2
Cylc2	CYLC2
Ergic2	ERGIC2
Fsd1l	FSD1L
Strbp	STRBP
Camk2g	CAMK2G
Pigb	PIGB
Bccip	BCCIP
Musk	MUSK
Fank1	FANK1
Me1	ME1
Ccdc92b	CCDC92B
Actr2	ACTR2
Dhx32	DHX32
Prss35	PRSS35
Snap91	SNAP91
Rab1a	RAB1A
Gpr21	GPR21
Crb2	CRB2
Tle1	TLE1
Cluh	CLUH
Dennd1a	DENND1A
Psmc4	PSMC4
Tmtc1	TMTC1
Ccdc32	CCDC32
Rpusd2	RPUSD2
Lhx2	LHX2
Knl1	KNL1
Fbl	FBL
Zfp800	ZNF800
Cep68	CEP68
Dyrk1b	DYRK1B
Gcc1	GCC1
Plscr5	PLSCR5
Mpdz	MPDZ
Arf5	ARF5
Pygb	PYGB
Slc1a4	SLC1A4
Fscn3	FSCN3
Plau	PLAU
Pax4	PAX4
Pafah1b1	PAFAH1B1
Eid2	EID2
Eid2b	EID2B
Selenov	SELENOV
Vcl	VCL
Dll3	DLL3
Plscr4	PLSCR4
Timm50	TIMM50
Rad51	RAD51
Gm24211	RNU6-58P
Sertad2	SERTAD2
Ap3m1	AP3M1
Plod2	PLOD2
Mettl16	METTL16
Supt5	SUPT5H
Abhd12	ABHD12
Tmem140	TMEM140
Cyren	CYREN
Fam117a	FAM117A
Ccdc115	VMA22
Gm23856	RNU6-1137P
Mst1r	MST1R
Wdr91	WDR91
Imp4	IMP4
Rmdn3	RMDN3
Mnt	MNT
Camkv	CAMKV
Aftph	AFTPH
Gchfr	GCHFR
Stra8	STRA8
Dnajc17	DNAJC17
Ptpn18	PTPN18
Traip	TRAIP
Gm14137	C15orf62
Zfyve19	ZFYVE19
Cyp2e1	CYP2E1
Cnot4	CNOT4
Uba7	UBA7
Syce1	SYCE1
Ppp1r14d	PPP1R14D
Sgsm2	SGSM2
Spint1	SPINT1
Zfp941	ZNF519
Urah	URAD
Vwa3b	VWA3B
Cimap1a	CIMAP1A
Rhov	RHOV
Bet1l	BET1L
Vps18	VPS18
Cnga3	CNGA3
Ric8a	RIC8A
Nr6a1	NR6A1
Peli1	PELI1
Inpp4a	INPP4A
Nup205	NUP205
Gm56408	RN7SKP19
Sirt3	SIRT3
Tsr1	TSR1
Dll4	DLL4
Inka1	INKA1
Cdhr4	CDHR4
Chac1	CHAC1
Psmd13	PSMD13
Nsfl1c	NSFL1C
Vps54	VPS54
Ip6k1	IP6K1
Stmp1	STMP1
Mir181b-2	MIR181B2
Olfml2a	OLFML2A
Slc13a4	SLC13A4
Fam180a	FAM180A
Mtpn	MTPN
Krba1	KRBA1
Gmppb	GMPPB
Cox8b	COX8C
Wdr38	WDR38
Nlrp6	NLRP6
Rnf123	RNF123
Sdcbp2	SDCBP2
Pgghg	PGGHG
Srr	SRR
Ino80	INO80
Frem1	FREM1
Ifitm5	IFITM5
Zfp467	ZNF467
B4galnt4	B4GALNT4
Arpc5l	ARPC5L
Ugp2	UGP2
Exd1	EXD1
Pkp3	PKP3
Usp24	USP24
Coa5	COA5
Unc50	UNC50
Snph	SNPH
Smg6	SMG6
Tmem275	TMEM275
Sigirr	SIGIRR
Il1r1	IL1R1
Luzp1	LUZP1
Rad21l	RAD21L1
Il1rl2	IL1RL2
Kdm1a	KDM1A
Mdh1	MDH1
Ano9	ANO9
Chp1	CHP1
Il1rl1	IL1RL1
Wdpcp	WDPCP
Tmem74bos	C20orf202
Tmem74b	TMEM74B
Amigo3	AMIGO3
Oip5	OIP5
Mst1	MST1
Atp6v0e2	ATP6V0E2
Psmf1	PSMF1
Lrrc61	LRRC61
Il18r1	IL18R1
Rarres2	RARRES2
Nusap1	NUSAP1
Il18rap	IL18RAP
Otx1	OTX1
Repin1	REPIN1
Apeh	APEH
Tex46	TEX46
Lactbl1	LACTBL1
Gm56212	RN7SKP42
Ehbp1	EHBP1
Pdp1	PDP1
Slc9a4	SLC9A4
Ndufaf1	NDUFAF1
Gimap8	GIMAP8
Mier2	MIER2
Tmem67	TMEM67
Tns1	TNS1
Smyd1	SMYD1
Golga1	GOLGA1
Bsn	BSN
Tmem17	TMEM17
Cbarp	CBARP
Skap1	SKAP1
Dag1	DAG1
Ttc34	TTC34
Krcc1	KRCC1
Mmel1	MMEL1
Clasp2	CLASP2
Oaz1	OAZ1
Cd8a	CD8A
Cfap54	CFAP54
Scai	SCAI
Rmnd5a	RMND5A
Hbb-y	HBE1
Or51b4	OR51B4
Tbx21	TBX21
Or51i1	OR51I1
Or51i2	OR51I2
Rnf103	RNF103
Tbkbp1	TBKBP1
Chmp3	CHMP3
Or52d1	OR52D1
Ubqln3	UBQLN3
Ubqlnl	UBQLNL
Rufy4	RUFY4
Kdm3a	KDM3A
Kpnb1	KPNB1
Or52h1	OR52H1
Nup107	NUP107
Or52b6	OR52B6
Trim6	TRIM6
Ppp6c	PPP6C
Cxcr2	CXCR2
Prxl2b	PRXL2B
Cxcr1	CXCR1
Arpc2	ARPC2
Hspg2	HSPG2
Lrp1b	LRP1B
Npepps	NPEPPS
Cnbp	CNBP
Gpbar1	GPBAR1
Prim1	PRIM1
Aamp	AAMP
Stat2	STAT2
Pnkd	PNKD
Plxna1	PLXNA1
Pigo	PIGO
Chchd10	CHCHD10
Gm867	C22orf15
Mrpl45	MRPL45
Vpreb3	VPREB3
Coro1a	CORO1A
Tug1	TUG1
Arhgap15	ARHGAP15
Mucl3	MUCL3
Ubp1	UBP1
Chchd6	CHCHD6
Tmbim1	TMBIM1
Zfp280b	ZNF280B
Ndc1	NDC1
Prtn3	PRTN3
Pcnt	PCNT
Txnrd3	TXNRD3
Serac1	SERAC1
Gtdc1	GTDC1
Usp37	USP37
Mapk3	MAPK3
Glis1	GLIS1
Fbxl2	FBXL2
Slc6a6	SLC6A6
Zeb2	ZEB2
Gtf2h5	GTF2H5
Tulp4	TULP4
Gdpd3	GDPD3
Dmrtb1	DMRTB1
Ypel3	YPEL3
Grip2	GRIP2
Susd5	SUSD5
Plekhf2	PLEKHF2
Tlx3	TLX3
Ctdspl	CTDSPL
Heatr9	HEATR9
Ndufaf6	NDUFAF6
Cnot9	CNOT9
2610028H24Rik	C21orf58
Tmem181a	TMEM181
Tbx6	TBX6
Ccl5	CCL5
Slc22a14	SLC22A14
Plcd4	PLCD4
Ybey	YBEY
Trp53inp1	TP53INP1
Ppp4c	PPP4C
Mcm3ap	MCM3AP
Xylb	XYLB
Ccne2	CCNE2
Ccdc174	CCDC174
Tlcd3b	TLCD3B
Nmt1	NMT1
Nsg1	NSG1
Lss	LSS
Plcd3	PLCD3
Acvr2a	ACVR2A
4930590J08Rik	C3orf20
4930451I11Rik	C16orf92
Zbtb49	ZBTB49
Doc2a	DOC2A
Acvr2b	ACVR2B
Fgd5	FGD5
Ints8	INTS8
Hexim1	HEXIM1
Orc4	ORC4
Hexim2	HEXIM2
Fmnl1	FMNL1
Ino80e	INO80E
Scn10a	SCN10A
Lyar	LYAR
Spatc1l	SPATC1L
Hcfc2	HCFC2
Nfyb	NFYB
Zfp142	ZNF142
Nr2c2	NR2C2
Hirip3	HIRIP3
Taok2	TAOK2
Txnrd1	TXNRD1
Tmem128	TMEM128
Mrps25	MRPS25
Mbd5	MBD5
Bcs1l	BCS1L
Rbsn	RBSN
Tmem219	TMEM219
Drd5	DRD5
Slc2a9	SLC2A9
Klhdc7a	KLHDC7A
Igsf21	IGSF21
Spata32	SPATA32
Rnf25	RNF25
Trh	TRH
Map3k14	MAP3K14
Arhgef10l	ARHGEF10L
Scn11a	SCN11A
Kctd13	KCTD13
Plekhm1	PLEKHM1
Asphd1	ASPHD1
Sez6l2	SEZ6L2
Epc2	EPC2
Wdr48	WDR48
Arhgap27	ARHGAP27
Stk36	STK36
Eid3	EID3
Ptbp1	PTBP1
Foxj2	FOXJ2
C3ar1	C3AR1
Necap1	NECAP1
Kif5c	KIF5C
Gm22249	RNU4-29P
Otop1	OTOP1
Clec4a1	CLEC4A
Trim17	TRIM17
Cct6a	CCT6A
Trim11	TRIM11
Auts2	AUTS2
H3f4	H3-4
H2bc26	H2BC26
H2ac25	H2AC25
Glp2r	GLP2R
Cdipt	CDIPT
Col26a1	COL26A1
Cadps2	CADPS2
Rcvrn	RCVRN
Gsg1l2	GSG1L2
Dhrs7c	DHRS7C
Gas7	GAS7
Lypd6	LYPD6
Cx3cr1	CX3CR1
Prrt2	PRRT2
Ttll4	TTLL4
Gorasp1	GORASP1
Mmadhc	MMADHC
Maz	MAZ
Rcc2	RCC2
Ttc21a	TTC21A
Ift22	IFT22
Kif22	KIF22
Mir132	MIR132
Ovca2	OVCA2
Dph1	DPH1
Fis1	FIS1
Rnd3	RND3
Zg16	ZG16
Cyp27a1	CYP27A1
